"","id","Question","Answer","statement_id","M","SD","responses"
"3163",13,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3164",63,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3165",73,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3166",2,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3167",60,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3168",10,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3169",5,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3170",27,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3171",20,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3172",3,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3173",56,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3174",16,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3175",30,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3176",52,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3177",58,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3178",41,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3179",70,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3180",8,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3181",64,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3182",19,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3183",79,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3184",69,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3185",6,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3186",65,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3187",9,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3188",67,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3189",47,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3190",45,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3191",22,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3192",42,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3193",31,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3194",1,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3195",77,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3196",66,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3197",68,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3198",35,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3199",55,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3200",4,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3201",7,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3202",50,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3203",21,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3204",28,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3205",57,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3206",38,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3207",74,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3208",25,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3209",29,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3210",75,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3211",40,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3212",34,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3213",49,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3214",12,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3215",81,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3216",61,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3217",44,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3218",51,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3219",62,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3220",54,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3221",14,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3222",43,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3223",18,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3224",26,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3225",37,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3226",39,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3227",72,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3228",36,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3229",59,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3230",17,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3231",24,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3232",11,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3233",15,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3234",48,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3235",46,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3236",32,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3237",76,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3238",78,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3239",80,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,0
"3240",33,"Was heißt auf Litauisch Eichhörnchen?","- Wowereit -",40,4.45,0.94,1
"3241",41,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,0
"3242",10,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3243",76,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3244",12,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,0
"3245",9,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,0
"3246",73,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3247",11,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,0
"3248",57,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3249",55,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,0
"3250",80,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3251",7,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3252",58,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3253",78,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,0
"3254",17,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3255",48,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3256",14,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,0
"3257",81,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,0
"3258",5,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,0
"3259",30,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3260",28,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3261",68,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3262",25,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3263",50,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3264",2,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3265",56,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3266",23,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,0
"3267",22,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,0
"3268",37,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3269",63,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3270",43,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3271",20,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3272",53,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,0
"3273",3,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3274",35,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3275",6,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3276",75,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3277",32,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3278",66,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3279",72,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3280",79,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3281",52,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3282",21,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3283",59,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3284",8,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3285",19,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,0
"3286",69,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3287",1,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,0
"3288",51,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3289",42,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3290",39,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3291",61,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3292",65,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3293",45,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3294",71,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3295",60,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3296",34,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3297",49,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3298",4,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3299",67,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,0
"3300",64,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,0
"3301",26,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3302",54,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3303",18,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,0
"3304",24,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3305",62,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,0
"3306",33,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3307",13,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3308",47,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,0
"3309",36,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,0
"3310",15,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3311",44,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3312",29,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3313",77,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3314",70,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3315",46,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3316",74,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3317",27,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,0
"3318",40,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3319",16,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3320",31,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,1
"3321",38,"Welches Tier tötet ca. 99% ihrer Nachkommen?","- Tarantel -",41,4.17,1.58,0
"3322",17,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3323",35,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3324",46,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3325",77,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,0
"3326",4,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3327",66,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,0
"3328",57,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,0
"3329",37,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3330",6,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,0
"3331",65,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3332",40,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,0
"3333",72,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3334",71,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3335",62,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,0
"3336",48,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3337",47,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3338",8,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3339",68,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3340",27,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3341",9,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,0
"3342",16,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,0
"3343",34,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3344",11,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3345",14,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3346",60,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3347",23,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,0
"3348",31,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3349",56,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3350",20,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3351",79,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,0
"3352",36,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3353",3,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3354",12,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3355",5,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3356",55,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3357",54,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3358",22,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,0
"3359",15,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3360",39,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,0
"3361",61,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,0
"3362",50,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3363",1,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3364",19,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,0
"3365",26,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3366",73,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3367",64,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3368",18,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3369",29,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,0
"3370",45,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3371",10,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,0
"3372",53,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,0
"3373",78,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3374",58,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3375",30,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3376",67,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,0
"3377",25,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3378",24,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3379",38,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,0
"3380",52,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3381",75,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3382",44,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,0
"3383",41,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,0
"3384",81,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,0
"3385",32,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,0
"3386",59,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3387",43,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3388",42,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,0
"3389",28,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3390",21,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3391",63,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3392",74,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3393",33,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3394",70,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,0
"3395",76,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3396",7,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3397",13,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3398",51,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,0
"3399",69,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3400",80,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,0
"3401",49,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3402",2,"Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?","- 90 -",42,4,1.63,1
"3403",10,"Wie viele Millimeter wächst ein menschliches Haar etwa in einem Jahr?","- 85 -",43,3.72,1.32,0
"3404",38,"Wie viele Millimeter wächst ein menschliches Haar etwa in einem Jahr?","- 85 -",43,3.72,1.32,1
"3405",57,"Wie viele Millimeter wächst ein menschliches Haar etwa in einem Jahr?","- 85 -",43,3.72,1.32,0
"3406",81,"Wie viele Millimeter wächst ein menschliches Haar etwa in einem Jahr?","- 85 -",43,3.72,1.32,0
"3407",4,"Wie viele Millimeter wächst ein menschliches Haar etwa in einem Jahr?","- 85 -",43,3.72,1.32,1
"3408",67,"Wie viele Millimeter wächst ein menschliches Haar etwa in einem Jahr?","- 85 -",43,3.72,1.32,1
"3409",33,"Wie viele Millimeter wächst ein menschliches Haar etwa in einem Jahr?","- 85 -",43,3.72,1.32,1
"3410",53,"Wie viele Millimeter wächst ein menschliches Haar etwa in einem Jahr?","- 85 -",43,3.72,1.32,1
"3411",15,"Wie viele Millimeter wächst ein menschliches Haar etwa in einem Jahr?","- 85 -",43,3.72,1.32,1
"3412",60,"Wie viele Millimeter wächst ein menschliches Haar etwa in einem Jahr?","- 85 -",43,3.72,1.32,1
"3413",64,"Wie viele Millimeter wächst ein menschliches Haar etwa in einem Jahr?","- 85 -",43,3.72,1.32,1
"3414",21,"Wie viele Millimeter wächst ein menschliches Haar etwa in einem Jahr?","- 85 -",43,3.72,1.32,0
"3415",72,"Wie viele Millimeter wächst ein menschliches Haar etwa in einem Jahr?","- 85 -",43,3.72,1.32,0
"3416",52,"Wie viele Millimeter wächst ein menschliches Haar etwa in einem Jahr?","- 85 -",43,3.72,1.32,1
"3417",70,"Wie viele Millimeter wächst ein menschliches Haar etwa in einem Jahr?","- 85 -",43,3.72,1.32,1
"3418",45,"Wie viele Millimeter wächst ein menschliches Haar etwa in einem Jahr?","- 85 -",43,3.72,1.32,1
"3419",32,"Wie viele Millimeter wächst ein menschliches Haar etwa in einem Jahr?","- 85 -",43,3.72,1.32,0
"3420",3,"Wie viele Millimeter wächst ein menschliches Haar etwa in einem Jahr?","- 85 -",43,3.72,1.32,0
