"","id","session","statements","M","SD","responses"
"2326",81,2,"Der Maler Marc Chagall wurde 1887 in Russland geboren.",4.42,1.43,1
"2327",52,1,"Der Maler Marc Chagall wurde 1887 in Russland geboren.",4.42,1.43,0
"2328",71,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2329",79,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2330",17,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2331",69,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2332",70,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2333",16,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2334",81,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2335",67,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2336",5,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2337",77,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2338",52,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2339",18,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2340",26,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2341",80,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2342",43,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2343",6,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2344",53,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2345",9,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2346",72,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2347",29,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2348",30,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2349",44,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2350",68,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2351",20,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2352",64,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2353",33,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2354",19,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2355",25,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2356",46,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2357",73,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2358",63,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2359",60,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2360",37,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2361",32,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2362",57,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2363",27,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2364",11,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2365",40,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2366",7,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2367",21,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2368",56,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2369",36,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2370",13,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2371",38,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2372",39,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2373",12,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2374",34,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2375",65,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2376",47,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2377",14,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2378",1,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2379",54,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2380",15,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2381",41,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2382",35,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2383",23,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2384",22,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2385",42,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2386",48,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2387",4,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2388",58,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2389",24,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2390",66,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2391",76,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2392",62,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2393",75,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2394",55,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2395",2,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2396",50,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2397",59,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2398",74,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2399",31,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2400",49,2,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,1
"2401",61,1,"Der mitteleuropäische Feldschwirl ist kein Zugvogel.",3.79,0.63,0
"2402",43,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,0
"2403",69,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2404",44,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,0
"2405",46,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2406",47,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,0
"2407",28,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2408",34,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2409",9,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2410",17,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2411",4,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2412",1,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2413",68,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,0
"2414",56,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,0
"2415",71,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2416",25,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2417",16,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2418",5,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2419",15,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2420",20,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2421",35,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2422",23,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2423",6,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2424",62,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,0
"2425",70,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2426",29,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2427",2,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,0
"2428",80,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2429",81,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,0
"2430",49,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2431",19,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,0
"2432",26,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2433",7,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2434",66,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2435",64,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2436",13,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,0
"2437",27,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,0
"2438",31,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2439",65,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,0
"2440",30,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2441",72,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,0
"2442",57,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2443",42,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2444",67,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2445",41,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2446",55,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,0
"2447",58,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2448",59,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,0
"2449",18,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,0
"2450",37,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,0
"2451",21,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2452",50,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2453",14,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2454",40,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2455",60,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2456",32,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2457",22,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2458",75,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2459",73,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2460",48,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2461",39,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2462",36,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2463",33,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2464",53,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2465",63,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2466",77,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2467",38,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2468",11,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2469",12,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2470",74,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2471",52,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2472",61,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2473",76,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2474",24,2,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,0
"2475",79,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,1
"2476",54,1,"Der Mond passt vierzigmal in die Erdkugel.",4.37,1.07,0
"2477",69,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2478",67,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2479",15,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2480",19,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2481",72,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2482",71,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2483",70,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2484",41,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2485",58,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2486",76,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2487",40,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2488",55,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2489",81,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2490",46,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2491",5,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2492",66,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2493",47,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2494",29,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2495",43,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2496",44,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2497",42,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2498",74,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2499",49,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2500",56,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2501",34,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2502",27,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2503",68,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2504",16,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2505",73,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2506",48,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2507",57,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2508",22,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2509",30,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2510",39,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2511",18,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2512",13,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2513",6,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2514",25,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2515",79,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2516",17,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2517",23,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2518",21,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2519",75,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2520",38,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2521",59,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2522",20,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2523",11,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2524",12,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2525",26,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2526",7,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2527",77,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2528",35,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2529",28,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2530",63,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2531",2,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2532",65,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2533",1,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2534",61,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2535",54,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2536",9,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2537",36,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2538",37,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2539",31,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2540",24,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2541",52,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2542",80,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2543",60,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2544",32,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2545",62,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2546",14,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2547",50,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2548",28,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2549",33,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2550",64,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,0
"2551",53,1,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2552",4,2,"Der Nacktmull ist das schmerzempfindlichste Tier der Welt.",3.8,0.41,1
"2553",9,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2554",37,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2555",18,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,0
"2556",15,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2557",50,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2558",7,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,0
"2559",49,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,0
"2560",64,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2561",71,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2562",5,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2563",70,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2564",63,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2565",11,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2566",72,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,0
"2567",23,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,0
"2568",19,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2569",68,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,0
"2570",59,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2571",75,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,0
"2572",48,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2573",20,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,0
"2574",80,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2575",17,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2576",29,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,0
"2577",55,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2578",40,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2579",38,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,0
"2580",39,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2581",76,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2582",73,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2583",47,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2584",57,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2585",21,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2586",65,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2587",31,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2588",24,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2589",12,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2590",16,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2591",81,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,0
"2592",35,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2593",69,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,0
"2594",2,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,0
"2595",25,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2596",53,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,0
"2597",46,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,0
"2598",58,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2599",30,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2600",52,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2601",14,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2602",22,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2603",6,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,0
"2604",74,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,0
"2605",66,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2606",54,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2607",56,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,0
"2608",27,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2609",32,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,0
"2610",60,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,0
"2611",77,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2612",43,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2613",1,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,0
"2614",42,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,0
"2615",79,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
"2616",41,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,0
"2617",26,2,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,0
"2618",13,1,"Der Name ""Wowereit"" heißt auf Litauisch Eichhörnchen.",4.45,0.94,1
